"","edad_gama","quintil","Sexo","Fecha","ingresos","trend","base","perc_change2010"
"5729","35-50","i","mujer",Jan 2023,337.9115330887,343.820156869947,192.470874158495,78.6349017082031
"5731","35-50","i","mujer",Feb 2023,340.247221093469,346.1273419437,192.470874158495,79.8336207787326
"5733","35-50","i","mujer",Mar 2023,339.282570923965,348.365121496129,192.470874158495,80.9962795769601
"5735","35-50","i","mujer",Apr 2023,344.807380260429,351.099441960268,192.470874158495,82.4169207394704
"5737","35-50","i","mujer",May 2023,359.405359367165,354.269945364848,192.470874158495,84.0641847311998
"5739","35-50","i","mujer",Jun 2023,371.210534731122,357.612081582757,192.470874158495,85.8006221181662
"5741","35-50","i","mujer",Jul 2023,368.674444539111,360.128140266818,192.470874158495,87.1078633800254
"5743","35-50","i","mujer",Aug 2023,367.946447121693,362.110337031157,192.470874158495,88.1377318071345
"5745","35-50","i","mujer",Sep 2023,378.437785433792,364.598788336634,192.470874158495,89.4306294033848
"5759","35-50","i","hombre",Apr 2003,130.496414404369,131.820362425026,NA,NA
"5761","35-50","i","hombre",May 2003,132.591173807662,136.2070576498,NA,NA
"5763","35-50","i","hombre",Jun 2003,138.25261033953,139.921122347498,NA,NA
"5765","35-50","i","hombre",Jul 2003,143.393491987097,143.792259542514,NA,NA
"5767","35-50","i","hombre",Aug 2003,143.245861905659,147.681705751972,NA,NA
"5769","35-50","i","hombre",Sep 2003,139.461590666485,151.57334871126,NA,NA
"5771","35-50","i","hombre",Oct 2003,140.140715490921,155.549624262913,NA,NA
"5773","35-50","i","hombre",Nov 2003,143.802074580198,159.809229842101,NA,NA
"5775","35-50","i","hombre",Dec 2003,185.8150355755,164.029778048589,NA,NA
"5777","35-50","i","hombre",Jan 2004,177.895482335778,168.016625874437,NA,NA
"5779","35-50","i","hombre",Feb 2004,181.901071148034,171.877621884481,NA,NA
"5781","35-50","i","hombre",Mar 2004,184.527063447995,175.77822241868,NA,NA
"5783","35-50","i","hombre",Apr 2004,180.64222533582,179.855341995604,NA,NA
"5785","35-50","i","hombre",May 2004,184.675896776737,183.745182856901,NA,NA
"5787","35-50","i","hombre",Jun 2004,187.461044326152,185.932751084379,NA,NA
"5789","35-50","i","hombre",Jul 2004,189.869405820849,187.033333957846,NA,NA
"5791","35-50","i","hombre",Aug 2004,189.433852312953,188.309074632327,NA,NA
"5793","35-50","i","hombre",Sep 2004,186.888013079975,189.449357974367,NA,NA
"5795","35-50","i","hombre",Oct 2004,190.565162923598,190.590472795054,NA,NA
"5797","35-50","i","hombre",Nov 2004,186.733807818645,191.712463880451,NA,NA
"5799","35-50","i","hombre",Dec 2004,195.384939796521,192.740960586576,NA,NA
"5801","35-50","i","hombre",Jan 2005,194.739567077964,194.08128557077,NA,NA
"5803","35-50","i","hombre",Feb 2005,195.674762593397,195.676969811663,NA,NA
"5805","35-50","i","hombre",Mar 2005,198.1201722116,197.150770748246,NA,NA
"5807","35-50","i","hombre",Apr 2005,194.435872268695,198.404270046758,NA,NA
"5809","35-50","i","hombre",May 2005,197.81003589338,199.677915059575,NA,NA
"5811","35-50","i","hombre",Jun 2005,199.010826156509,201.111253240461,NA,NA
"5813","35-50","i","hombre",Jul 2005,210.487423611165,201.804356313413,NA,NA
"5815","35-50","i","hombre",Aug 2005,207.112256304058,202.239663188754,NA,NA
"5817","35-50","i","hombre",Sep 2005,204.580831566859,203.143860190657,NA,NA
"5819","35-50","i","hombre",Oct 2005,202.956327601011,204.243785151633,NA,NA
"5821","35-50","i","hombre",Nov 2005,204.910123448826,205.418698383389,NA,NA
"5823","35-50","i","hombre",Dec 2005,211.608740507604,206.316061428247,NA,NA
"5825","35-50","i","hombre",Jan 2006,195.150240117736,206.778032948562,NA,NA
"5827","35-50","i","hombre",Feb 2006,205.711454561806,207.07000901418,NA,NA
"5829","35-50","i","hombre",Mar 2006,209.784208288878,207.749631944991,NA,NA
"5831","35-50","i","hombre",Apr 2006,209.170035254836,208.727322454847,NA,NA
"5833","35-50","i","hombre",May 2006,211.273790469389,209.76134266805,NA,NA
"5835","35-50","i","hombre",Jun 2006,207.083784657087,210.952881836709,NA,NA
"5837","35-50","i","hombre",Jul 2006,213.501781598142,212.350491457651,NA,NA
"5839","35-50","i","hombre",Aug 2006,211.105323891925,213.647251753307,NA,NA
"5841","35-50","i","hombre",Sep 2006,216.898714318435,214.644557936969,NA,NA
"5843","35-50","i","hombre",Oct 2006,214.103017085996,215.405191248094,NA,NA
"5845","35-50","i","hombre",Nov 2006,218.579919080706,216.082283600483,NA,NA
"5847","35-50","i","hombre",Dec 2006,226.535884923554,216.89319445408,NA,NA
"5849","35-50","i","hombre",Jan 2007,213.76572660438,218.095456906508,NA,NA
"5851","35-50","i","hombre",Feb 2007,218.218215170904,219.501556811179,NA,NA
"5853","35-50","i","hombre",Mar 2007,221.212796087662,220.623254439355,NA,NA
"5855","35-50","i","hombre",Apr 2007,215.996646923062,221.50336180411,NA,NA
"5857","35-50","i","hombre",May 2007,220.697395258504,222.071258272969,NA,NA
"5859","35-50","i","hombre",Jun 2007,217.1220403543,222.2318399874,NA,NA
"5861","35-50","i","hombre",Jul 2007,232.317824759196,222.594136709511,NA,NA
"5863","35-50","i","hombre",Aug 2007,226.035678442962,223.14376698526,NA,NA
"5865","35-50","i","hombre",Sep 2007,228.889102843623,223.339219549153,NA,NA
"5867","35-50","i","hombre",Oct 2007,223.235205314939,223.480752410168,NA,NA
"5869","35-50","i","hombre",Nov 2007,223.077246104388,223.487861668331,NA,NA
"5871","35-50","i","hombre",Dec 2007,225.892519046196,223.430929743061,NA,NA
"5873","35-50","i","hombre",Jan 2008,223.104213812416,223.638563180947,NA,NA
"5875","35-50","i","hombre",Feb 2008,222.070854580831,224.240326887669,NA,NA
"5877","35-50","i","hombre",Mar 2008,222.051018211163,224.777763104222,NA,NA
"5879","35-50","i","hombre",Apr 2008,218.555213463924,225.116870314628,NA,NA
"5881","35-50","i","hombre",May 2008,218.309450913552,225.672679825972,NA,NA
"5883","35-50","i","hombre",Jun 2008,218.143618492768,226.23296939114,NA,NA
"5885","35-50","i","hombre",Jul 2008,236.279449130009,226.749719796978,NA,NA
"5887","35-50","i","hombre",Aug 2008,236.516383033475,227.523558982115,NA,NA
"5889","35-50","i","hombre",Sep 2008,231.306867450384,228.480663406471,NA,NA
"5891","35-50","i","hombre",Oct 2008,228.956013757916,229.46354993644,NA,NA
"5893","35-50","i","hombre",Nov 2008,230.69586593367,230.887362891241,NA,NA
"5895","35-50","i","hombre",Dec 2008,231.720848780949,232.620333455739,NA,NA
"5897","35-50","i","hombre",Jan 2009,229.677893817771,234.05132165144,NA,NA
"5899","35-50","i","hombre",Feb 2009,234.069315018764,235.418616195176,NA,NA
"5901","35-50","i","hombre",Mar 2009,233.023063957784,236.83765498882,NA,NA
"5903","35-50","i","hombre",Apr 2009,231.172444436551,238.223270637592,NA,NA
"5905","35-50","i","hombre",May 2009,239.863730856159,239.729595147694,NA,NA
"5907","35-50","i","hombre",Jun 2009,238.180632098094,241.122041824789,NA,NA
"5909","35-50","i","hombre",Jul 2009,250.586152221527,242.423250808476,NA,NA
"5911","35-50","i","hombre",Aug 2009,255.024748991619,243.486266341849,NA,NA
"5913","35-50","i","hombre",Sep 2009,246.855432539686,244.292958888442,NA,NA
"5915","35-50","i","hombre",Oct 2009,246.662224239148,245.031783662746,NA,NA
"5917","35-50","i","hombre",Nov 2009,249.141443694876,245.601417458041,NA,NA
"5919","35-50","i","hombre",Dec 2009,246.69399127002,246.201072085749,NA,NA
"5921","35-50","i","hombre",Jan 2010,245.933766937191,246.826873340053,NA,NA
"5923","35-50","i","hombre",Feb 2010,243.32581470031,247.242992134746,NA,NA
"5925","35-50","i","hombre",Mar 2010,243.127185394473,247.507789730878,NA,NA
"5927","35-50","i","hombre",Apr 2010,238.80011758314,247.843304958234,NA,NA
"5929","35-50","i","hombre",May 2010,245.907268796652,248.082058353085,NA,NA
"5931","35-50","i","hombre",Jun 2010,246.528805222603,248.371449384687,NA,NA
"5933","35-50","i","hombre",Jul 2010,257.257209200298,248.694610672883,NA,NA
"5935","35-50","i","hombre",Aug 2010,258.340543085483,248.981335464202,NA,NA
"5937","35-50","i","hombre",Sep 2010,249.894780752999,249.283122066775,NA,NA
"5939","35-50","i","hombre",Oct 2010,251.675241482388,249.483889337272,NA,NA
"5941","35-50","i","hombre",Nov 2010,249.858507928037,249.5527283038,NA,NA
"5943","35-50","i","hombre",Dec 2010,252.922311795322,249.495374158631,249.495374158631,0
"5945","35-50","i","hombre",Jan 2011,247.461317328585,249.823661340261,249.495374158631,0.131580468270001
"5947","35-50","i","hombre",Feb 2011,248.679659300585,250.197893090204,249.495374158631,0.281575934600861
"5949","35-50","i","hombre",Mar 2011,245.016219255937,250.521601786765,249.495374158631,0.411321304691387
"5951","35-50","i","hombre",Apr 2011,241.729498213607,250.985739320756,249.495374158631,0.597351821511999
"5953","35-50","i","hombre",May 2011,244.630023362868,251.308999968318,249.495374158631,0.726917609515842
"5955","35-50","i","hombre",Jun 2011,246.429551172318,251.426216369079,249.495374158631,0.773899001919132
"5957","35-50","i","hombre",Jul 2011,265.235355609702,251.546036098004,249.495374158631,0.821923831769753
"5959","35-50","i","hombre",Aug 2011,259.343958674715,251.777170189553,249.495374158631,0.91456446381677
"5961","35-50","i","hombre",Sep 2011,256.660373881227,252.170064071184,249.495374158631,1.07203988112908
"5963","35-50","i","hombre",Oct 2011,256.04894916994,252.773399995552,249.495374158631,1.31386237038481
"5965","35-50","i","hombre",Nov 2011,253.243055781967,254.588991218048,249.495374158631,2.0415677351111
"5967","35-50","i","hombre",Dec 2011,252.35095755967,256.373127777757,249.495374158631,2.75666578681865
"5969","35-50","i","hombre",Jan 2012,250.908345058435,256.94778293957,249.495374158631,2.98699276732917
"5971","35-50","i","hombre",Feb 2012,250.779849767903,257.717764933464,249.495374158631,3.29560850679557
"5973","35-50","i","hombre",Mar 2012,252.345481947769,259.947156484526,249.495374158631,4.18916878164232
"5975","35-50","i","hombre",Apr 2012,248.880297706614,261.981117291971,249.495374158631,5.00439864885103
"5977","35-50","i","hombre",May 2012,281.053413209773,262.643303245229,249.495374158631,5.2698087613595
"5979","35-50","i","hombre",Jun 2012,252.825438758425,264.956348618553,249.495374158631,6.19689824392973
"5981","35-50","i","hombre",Jul 2012,272.631191907107,268.603693052496,249.495374158631,7.6587868445671
"5983","35-50","i","hombre",Aug 2012,270.427690230768,272.172624692138,249.495374158631,9.08924688883774
"5985","35-50","i","hombre",Sep 2012,299.082039550656,275.884324652764,249.495374158631,10.5769297659823
"5987","35-50","i","hombre",Oct 2012,262.442342879198,279.776774586037,249.495374158631,12.1370588651286
"5989","35-50","i","hombre",Nov 2012,262.742124950897,282.557077912559,249.495374158631,13.2514295567288
"5991","35-50","i","hombre",Dec 2012,298.364977350513,285.192092335982,249.495374158631,14.3075671433709
"5993","35-50","i","hombre",Jan 2013,292.430591682213,288.26336576981,249.495374158631,15.5385612827154
"5995","35-50","i","hombre",Feb 2013,294.911962495551,291.545269776926,249.495374158631,16.8539780587514
"5997","35-50","i","hombre",Mar 2013,297.294168275134,294.64595754261,249.495374158631,18.096761728044
"5999","35-50","i","hombre",Apr 2013,297.350409777798,297.984796863061,249.495374158631,19.4349986920399
"6001","35-50","i","hombre",May 2013,299.310580975116,302.356978873071,249.495374158631,21.1874087416266
"6003","35-50","i","hombre",Jun 2013,297.808617155227,305.141813640075,249.495374158631,22.3035956755109
"6005","35-50","i","hombre",Jul 2013,301.35857592219,306.570276382247,249.495374158631,22.8761364478557
"6007","35-50","i","hombre",Aug 2013,320.466002386479,307.839894555885,249.495374158631,23.3850108820686
"6009","35-50","i","hombre",Sep 2013,323.46023377136,308.927421630208,249.495374158631,23.8209015585955
"6011","35-50","i","hombre",Oct 2013,318.196292349313,309.97973888793,249.495374158631,24.2426798225297
"6013","35-50","i","hombre",Nov 2013,311.920543721014,311.108013314319,249.495374158631,24.6949024058916
"6015","35-50","i","hombre",Dec 2013,316.022592988503,312.215718237696,249.495374158631,25.1388805466138
"6017","35-50","i","hombre",Jan 2014,309.056081856359,313.757957128555,249.495374158631,25.7570238272496
"6019","35-50","i","hombre",Feb 2014,308.757308488697,315.236747182028,249.495374158631,26.3497362406401
"6021","35-50","i","hombre",Mar 2014,309.54947206575,315.796583820861,249.495374158631,26.574123823264
"6023","35-50","i","hombre",Apr 2014,310.35072017252,315.9001757907,249.495374158631,26.6156444206648
"6025","35-50","i","hombre",May 2014,313.388856813722,316.153131453247,249.495374158631,26.7170313355127
"6027","35-50","i","hombre",Jun 2014,310.315259477673,316.748100427784,249.495374158631,26.9555002756856
"6029","35-50","i","hombre",Jul 2014,325.865666980358,317.350524773455,249.495374158631,27.1969573959641
"6031","35-50","i","hombre",Aug 2014,331.449872611667,317.914501005737,249.495374158631,27.4230041650409
"6033","35-50","i","hombre",Sep 2014,325.912442878161,318.555085169048,249.495374158631,27.6797560849798
"6035","35-50","i","hombre",Oct 2014,318.23029051863,319.171259429041,249.495374158631,27.9267242951403
"6037","35-50","i","hombre",Nov 2014,317.95748145284,319.86583527843,249.495374158631,28.2051165706412
"6039","35-50","i","hombre",Dec 2014,324.264910645549,320.663835913174,249.495374158631,28.5249624344914
"6041","35-50","i","hombre",Jan 2015,315.27194849543,321.458939564285,249.495374158631,28.843647161129
"6043","35-50","i","hombre",Feb 2015,316.076871424389,321.964617787691,249.495374158631,29.0463275615618
"6045","35-50","i","hombre",Mar 2015,317.603929049523,322.450286434008,249.495374158631,29.2409879427228
"6047","35-50","i","hombre",Apr 2015,317.084445428571,323.276265507551,249.495374158631,29.572047817612
"6049","35-50","i","hombre",May 2015,323.324951943024,324.165216125545,249.495374158631,29.9283472564257
"6051","35-50","i","hombre",Jun 2015,319.531179582228,324.882056253669,249.495374158631,30.2156632559875
"6053","35-50","i","hombre",Jul 2015,335.732234502469,325.835316949492,249.495374158631,30.5977387549973
"6055","35-50","i","hombre",Aug 2015,333.719582451299,327.21429343484,249.495374158631,31.1504449885292
"6057","35-50","i","hombre",Sep 2015,335.29878055012,328.584263938556,249.495374158631,31.699541543259
"6059","35-50","i","hombre",Oct 2015,328.667450611724,329.799604064428,249.495374158631,32.1866608455588
"6061","35-50","i","hombre",Nov 2015,328.855136191585,330.660346896835,249.495374158631,32.5316543490696
"6063","35-50","i","hombre",Dec 2015,330.571418981781,331.535558707531,249.495374158631,32.882447149797
"6065","35-50","i","hombre",Jan 2016,331.843696858952,332.255375179342,249.495374158631,33.1709560947979
"6067","35-50","i","hombre",Feb 2016,332.600558709231,332.760234522926,249.495374158631,33.3733082808
"6069","35-50","i","hombre",Mar 2016,333.959533853848,333.248753760763,249.495374158631,33.5691112047958
"6071","35-50","i","hombre",Apr 2016,329.897003645167,333.954782633066,249.495374158631,33.8520939553512
"6073","35-50","i","hombre",May 2016,331.1702217042,334.673661920368,249.495374158631,34.140227268334
"6075","35-50","i","hombre",Jun 2016,332.690993277764,335.452242113363,249.495374158631,34.4522892436796
"6077","35-50","i","hombre",Jul 2016,339.8480161304,336.268917076731,249.495374158631,34.7796199471534
"6079","35-50","i","hombre",Aug 2016,341.720425069385,336.911523284781,249.495374158631,35.0371823208917
"6081","35-50","i","hombre",Sep 2016,339.022399640118,337.590869686843,249.495374158631,35.3094704963149
"6083","35-50","i","hombre",Oct 2016,341.888524456988,338.412781747727,249.495374158631,35.6389002757869
"6085","35-50","i","hombre",Nov 2016,332.887165241575,339.600951481096,249.495374158631,36.115129439304
"6087","35-50","i","hombre",Dec 2016,345.225314563682,340.844162443992,249.495374158631,36.6134196248787
"6089","35-50","i","hombre",Jan 2017,336.790000397881,342.044080518132,249.495374158631,37.0943576295159
"6091","35-50","i","hombre",Feb 2017,343.076804163507,342.983677612982,249.495374158631,37.4709566338132
"6093","35-50","i","hombre",Mar 2017,339.787602049053,344.194025532426,249.495374158631,37.9560750146753
"6095","35-50","i","hombre",Apr 2017,343.794824911169,345.474392961563,249.495374158631,38.4692578476055
"6097","35-50","i","hombre",May 2017,345.788474039065,346.420102949869,249.495374158631,38.8483069548266
"6099","35-50","i","hombre",Jun 2017,347.90980405239,347.374608338603,249.495374158631,39.2308813380003
"6101","35-50","i","hombre",Jul 2017,353.427239135149,348.257586457426,249.495374158631,39.5847869451884
"6103","35-50","i","hombre",Aug 2017,350.691532341016,348.952498520054,249.495374158631,39.8633139779927
"6105","35-50","i","hombre",Sep 2017,359.099642435149,349.722067026107,249.495374158631,40.171763987797
"6107","35-50","i","hombre",Oct 2017,352.54009996125,350.525107829417,249.495374158631,40.4936299967431
"6109","35-50","i","hombre",Nov 2017,344.932629456662,351.081276032585,249.495374158631,40.7165472372104
"6111","35-50","i","hombre",Dec 2017,356.087979678218,351.652317024063,249.495374158631,40.9454256255991
"6113","35-50","i","hombre",Jan 2018,347.118810135077,352.226351859624,249.495374158631,41.1755039737434
"6115","35-50","i","hombre",Feb 2018,349.425883929385,352.750232200628,249.495374158631,41.3854799473545
"6117","35-50","i","hombre",Mar 2018,351.908166428465,353.559934454001,249.495374158631,41.710015925668
"6119","35-50","i","hombre",Apr 2018,350.947239811181,354.685810887441,249.495374158631,42.1612773717917
"6121","35-50","i","hombre",May 2018,351.984096015089,355.807273865084,249.495374158631,42.6107698649592
"6123","35-50","i","hombre",Jun 2018,355.419165871847,356.977831472588,249.495374158631,43.0799399293147
"6125","35-50","i","hombre",Jul 2018,359.694713369151,358.15078386257,249.495374158631,43.5500698441225
"6127","35-50","i","hombre",Aug 2018,356.997186291114,359.190245533444,249.495374158631,43.9666954727055
"6129","35-50","i","hombre",Sep 2018,372.226842565995,360.784266127519,249.495374158631,44.6055933278063
"6131","35-50","i","hombre",Oct 2018,366.433934232963,362.99679714654,249.495374158631,45.4923957490867
"6133","35-50","i","hombre",Nov 2018,357.953906648388,365.22981939695,249.495374158631,46.3874112410331
"6135","35-50","i","hombre",Dec 2018,371.160085066585,367.2540971205,249.495374158631,47.1987600407361
"6137","35-50","i","hombre",Jan 2019,360.197562106264,368.926189213541,249.495374158631,47.8689496579503
"6139","35-50","i","hombre",Feb 2019,361.294212059176,370.593002300515,249.495374158631,48.5370234018405
"6141","35-50","i","hombre",Mar 2019,378.29633255648,371.927077612968,249.495374158631,49.0717328396213
"6143","35-50","i","hombre",Apr 2019,377.659818139679,372.761843350055,249.495374158631,49.4063144886407
"6145","35-50","i","hombre",May 2019,378.864051696416,373.544207529219,249.495374158631,49.7198931198286
"6147","35-50","i","hombre",Jun 2019,377.121875555729,374.203856872994,249.495374158631,49.9842865363398
"6149","35-50","i","hombre",Jul 2019,378.122213918251,374.771114181632,249.495374158631,50.2116483904628
"6151","35-50","i","hombre",Aug 2019,378.573199829402,375.468686446349,249.495374158631,50.4912416562976
"6153","35-50","i","hombre",Sep 2019,382.668636526569,376.142832684638,249.495374158631,50.7614455591004
"6155","35-50","i","hombre",Oct 2019,376.02651796248,374.017256626462,249.495374158631,49.9094954717113
"6157","35-50","i","hombre",Nov 2019,367.138063218801,371.903188194037,249.495374158631,49.0621577446874
"6159","35-50","i","hombre",Dec 2019,377.807512746777,373.004633335946,249.495374158631,49.5036269084438
"6161","35-50","i","hombre",Jan 2020,367.16430983339,374.63205728953,249.495374158631,50.1559131318148
"6163","35-50","i","hombre",Feb 2020,371.069198685255,375.890591293533,249.495374158631,50.6603449306995
"6165","35-50","i","hombre",Mar 2020,384.70085564934,376.50815882936,249.495374158631,50.9078715784019
"6167","35-50","i","hombre",Apr 2020,320.24146965059,376.989549150246,249.495374158631,51.1008171680783
"6169","35-50","i","hombre",May 2020,385.54475780729,377.941690116359,249.495374158631,51.4824438693042
"6171","35-50","i","hombre",Jun 2020,396.875852850675,379.184012919572,249.495374158631,51.9803780724542
"6173","35-50","i","hombre",Jul 2020,397.426411509341,380.289091232263,249.495374158631,52.4233034438836
"6175","35-50","i","hombre",Aug 2020,389.473818334371,381.544974103302,249.495374158631,52.9266726447253
"6177","35-50","i","hombre",Sep 2020,386.589638881461,382.201042847227,249.495374158631,53.1896309244678
"6179","35-50","i","hombre",Oct 2020,383.658883308841,385.125265036443,249.495374158631,54.3616855964542
"6181","35-50","i","hombre",Nov 2020,382.357081059151,388.43448455311,249.495374158631,55.6880506754969
"6183","35-50","i","hombre",Dec 2020,392.404242183534,388.73186765694,249.495374158631,55.8072445101853
"6185","35-50","i","hombre",Jan 2021,379.089459901228,389.452136718636,249.495374158631,56.0959348573009
"6187","35-50","i","hombre",Feb 2021,389.285237522363,390.461136944512,249.495374158631,56.5003512635283
"6189","35-50","i","hombre",Mar 2021,382.23046666642,391.556994878751,249.495374158631,56.9395810239736
"6191","35-50","i","hombre",Apr 2021,392.893191174696,392.750009014079,249.495374158631,57.4177518675621
"6193","35-50","i","hombre",May 2021,392.314304683193,393.245155091631,249.495374158631,57.6162108887852
"6195","35-50","i","hombre",Jun 2021,397.24350046669,393.476710015651,249.495374158631,57.7090201942883
"6197","35-50","i","hombre",Jul 2021,414.345221374026,394.100652336276,249.495374158631,57.9591019133299
"6199","35-50","i","hombre",Aug 2021,396.771013890707,394.723054844193,249.495374158631,58.2085664615271
"6201","35-50","i","hombre",Sep 2021,405.593033746867,395.049261152494,249.495374158631,58.3393128969671
"6203","35-50","i","hombre",Oct 2021,393.287827691322,395.177755572133,249.495374158631,58.3908146212267
"6205","35-50","i","hombre",Nov 2021,384.611642537917,395.741344670727,249.495374158631,58.616706223624
"6207","35-50","i","hombre",Dec 2021,395.706998881227,396.736578044428,249.495374158631,59.0156047511246
"6209","35-50","i","hombre",Jan 2022,390.761318898539,396.478813869932,249.495374158631,58.9122905412458
"6211","35-50","i","hombre",Feb 2022,392.551038715075,396.608728955425,249.495374158631,58.9643616812141
"6213","35-50","i","hombre",Mar 2022,386.79361687291,397.957790240598,249.495374158631,59.5050776322502
"6215","35-50","i","hombre",Apr 2022,391.413907039561,399.479415750164,249.495374158631,60.1149588834349
"6217","35-50","i","hombre",May 2022,407.319727184586,400.733141695456,249.495374158631,60.6174635689504
"6219","35-50","i","hombre",Jun 2022,406.12367893412,401.410727660041,249.495374158631,60.8890461451287
"6221","35-50","i","hombre",Jul 2022,399.278702718687,402.323621514528,249.495374158631,61.2549422494411
"6223","35-50","i","hombre",Aug 2022,414.955494597866,403.478626852793,249.495374158631,61.7178788237807
"6225","35-50","i","hombre",Sep 2022,419.78602388386,404.83573933001,249.495374158631,62.2618217653257
"6227","35-50","i","hombre",Oct 2022,415.613849783924,406.463973302781,249.495374158631,62.9144326517045
"6229","35-50","i","hombre",Nov 2022,392.37504313231,408.280249647855,249.495374158631,63.6424126197498
"6231","35-50","i","hombre",Dec 2022,404.205661436896,410.670567763033,249.495374158631,64.6004737153667
"6233","35-50","i","hombre",Jan 2023,404.172108850535,413.691490736229,249.495374158631,65.8112869352043
"6235","35-50","i","hombre",Feb 2023,406.860376881457,415.973674664112,249.495374158631,66.7260068716275
"6237","35-50","i","hombre",Mar 2023,405.054978159739,418.0994342068,249.495374158631,67.5780305012668
"6239","35-50","i","hombre",Apr 2023,412.230161099228,420.998919226102,249.495374158631,68.7401702920662
"6241","35-50","i","hombre",May 2023,430.094105406705,424.18515356594,249.495374158631,70.0172418011406
"6243","35-50","i","hombre",Jun 2023,440.716935476269,427.514738234932,249.495374158631,71.3517694172218
"6245","35-50","i","hombre",Jul 2023,437.187597533239,430.173728369978,249.495374158631,72.4175166856884
"6247","35-50","i","hombre",Aug 2023,431.819014052493,432.334457494697,249.495374158631,73.2835564397342
"6249","35-50","i","hombre",Sep 2023,453.94073345376,435.217293927816,249.495374158631,74.4390233267818
"6304","35-50","ii","mujer",Apr 2003,226.523764240568,215.365892592265,NA,NA
"6306","35-50","ii","mujer",May 2003,232.429132477775,223.25507201073,NA,NA
"6308","35-50","ii","mujer",Jun 2003,236.248981674689,228.353043924789,NA,NA
"6310","35-50","ii","mujer",Jul 2003,245.593783843485,232.804084013297,NA,NA
"6312","35-50","ii","mujer",Aug 2003,249.340191225087,237.14614911454,NA,NA
"6314","35-50","ii","mujer",Sep 2003,253.697515689893,241.203326655141,NA,NA
"6316","35-50","ii","mujer",Oct 2003,245.567126446176,244.64883620373,NA,NA
"6318","35-50","ii","mujer",Nov 2003,240.618286519376,246.878631384351,NA,NA
"6320","35-50","ii","mujer",Dec 2003,236.94101673939,248.953578736209,NA,NA
"6322","35-50","ii","mujer",Jan 2004,250.641967576657,250.599782931887,NA,NA
"6324","35-50","ii","mujer",Feb 2004,260.328333994182,251.763620020893,NA,NA
"6326","35-50","ii","mujer",Mar 2004,244.789099883369,252.81854734381,NA,NA
"6328","35-50","ii","mujer",Apr 2004,252.657432508794,253.933867235139,NA,NA
"6330","35-50","ii","mujer",May 2004,259.810548544456,255.171698359308,NA,NA
"6332","35-50","ii","mujer",Jun 2004,258.666302052602,256.903221615412,NA,NA
"6334","35-50","ii","mujer",Jul 2004,262.685364161846,258.673498774104,NA,NA
"6336","35-50","ii","mujer",Aug 2004,260.18070104287,259.927668561894,NA,NA
"6338","35-50","ii","mujer",Sep 2004,268.175261622101,261.235483890916,NA,NA
"6340","35-50","ii","mujer",Oct 2004,257.857057905887,262.611914844725,NA,NA
"6342","35-50","ii","mujer",Nov 2004,258.036302039721,263.364422129046,NA,NA
"6344","35-50","ii","mujer",Dec 2004,261.079559365538,263.730870770013,NA,NA
"6346","35-50","ii","mujer",Jan 2005,268.99007675911,264.647394991195,NA,NA
"6348","35-50","ii","mujer",Feb 2005,272.080299718681,266.16814888296,NA,NA
"6350","35-50","ii","mujer",Mar 2005,264.424702055404,267.383230787937,NA,NA
"6352","35-50","ii","mujer",Apr 2005,266.056173228185,268.438294469714,NA,NA
"6354","35-50","ii","mujer",May 2005,264.471982648772,269.642917217065,NA,NA
"6356","35-50","ii","mujer",Jun 2005,262.799635331489,270.934401390648,NA,NA
"6358","35-50","ii","mujer",Jul 2005,280.548612191312,271.878181545511,NA,NA
"6360","35-50","ii","mujer",Aug 2005,278.815546415775,272.409124428467,NA,NA
"6362","35-50","ii","mujer",Sep 2005,278.702381968641,273.157520260995,NA,NA
"6364","35-50","ii","mujer",Oct 2005,272.651465921998,274.038339886935,NA,NA
"6366","35-50","ii","mujer",Nov 2005,272.152839960028,274.858795984171,NA,NA
"6368","35-50","ii","mujer",Dec 2005,277.958641611223,275.630489736622,NA,NA
"6370","35-50","ii","mujer",Jan 2006,274.761718230138,276.283714441261,NA,NA
"6372","35-50","ii","mujer",Feb 2006,279.051287438606,276.920893995902,NA,NA
"6374","35-50","ii","mujer",Mar 2006,275.415214316157,277.648485881697,NA,NA
"6376","35-50","ii","mujer",Apr 2006,276.205331989979,278.620482195781,NA,NA
"6378","35-50","ii","mujer",May 2006,274.013770220636,279.956680179537,NA,NA
"6380","35-50","ii","mujer",Jun 2006,271.778497818453,281.62393973471,NA,NA
"6382","35-50","ii","mujer",Jul 2006,287.247142615676,283.171386671948,NA,NA
"6384","35-50","ii","mujer",Aug 2006,287.4093253028,284.230909098371,NA,NA
"6386","35-50","ii","mujer",Sep 2006,287.570808340705,285.737081239652,NA,NA
"6388","35-50","ii","mujer",Oct 2006,287.11095108794,287.619311099231,NA,NA
"6390","35-50","ii","mujer",Nov 2006,289.762106404232,289.393003838905,NA,NA
"6392","35-50","ii","mujer",Dec 2006,300.363604491179,290.697675752687,NA,NA
"6394","35-50","ii","mujer",Jan 2007,289.495481843894,291.365656618541,NA,NA
"6396","35-50","ii","mujer",Feb 2007,289.746062059005,292.518078495996,NA,NA
"6398","35-50","ii","mujer",Mar 2007,300.868571086484,294.109523162195,NA,NA
"6400","35-50","ii","mujer",Apr 2007,295.925491849566,294.861287720988,NA,NA
"6402","35-50","ii","mujer",May 2007,296.862236113227,294.788584951725,NA,NA
