"","edad_gama","quintil","sexo","Fecha","perc_change","fuente"
"375","25-29","i","hombre",Dec 2013,8.48408119981125,"Seguro Cesantía"
"376","25-29","i","hombre",Jan 2014,9.23996797942015,"Seguro Cesantía"
"377","25-29","i","hombre",Feb 2014,9.86226071468197,"Seguro Cesantía"
"378","25-29","i","hombre",Mar 2014,9.87670275719679,"Seguro Cesantía"
"379","25-29","i","hombre",Apr 2014,9.9144771610121,"Seguro Cesantía"
"380","25-29","i","hombre",May 2014,10.0053853157836,"Seguro Cesantía"
"381","25-29","i","hombre",Jun 2014,10.0029284542634,"Seguro Cesantía"
"382","25-29","i","hombre",Jul 2014,10.0770573754356,"Seguro Cesantía"
"383","25-29","i","hombre",Aug 2014,10.2971249000144,"Seguro Cesantía"
"384","25-29","i","hombre",Sep 2014,10.4518093918606,"Seguro Cesantía"
"385","25-29","i","hombre",Oct 2014,10.5713697159479,"Seguro Cesantía"
"386","25-29","i","hombre",Nov 2014,10.7770042636323,"Seguro Cesantía"
"387","25-29","i","hombre",Dec 2014,11.0557373505976,"Seguro Cesantía"
"388","25-29","i","hombre",Jan 2015,11.2973725147,"Seguro Cesantía"
"389","25-29","i","hombre",Feb 2015,11.5087429251184,"Seguro Cesantía"
"390","25-29","i","hombre",Mar 2015,11.6927280037022,"Seguro Cesantía"
"391","25-29","i","hombre",Apr 2015,11.896974575615,"Seguro Cesantía"
"392","25-29","i","hombre",May 2015,12.19755981016,"Seguro Cesantía"
"393","25-29","i","hombre",Jun 2015,12.4525288386087,"Seguro Cesantía"
"394","25-29","i","hombre",Jul 2015,12.6401458809439,"Seguro Cesantía"
"395","25-29","i","hombre",Aug 2015,12.9677448448263,"Seguro Cesantía"
"396","25-29","i","hombre",Sep 2015,13.4174834674799,"Seguro Cesantía"
"397","25-29","i","hombre",Oct 2015,14.0087111968284,"Seguro Cesantía"
"398","25-29","i","hombre",Nov 2015,14.7079247275016,"Seguro Cesantía"
"399","25-29","i","hombre",Dec 2015,15.3298275947034,"Seguro Cesantía"
"400","25-29","i","hombre",Jan 2016,15.7664084792744,"Seguro Cesantía"
"401","25-29","i","hombre",Feb 2016,16.1074350409762,"Seguro Cesantía"
"402","25-29","i","hombre",Mar 2016,16.5000225330427,"Seguro Cesantía"
"403","25-29","i","hombre",Apr 2016,16.9804605971869,"Seguro Cesantía"
"404","25-29","i","hombre",May 2016,17.323573582427,"Seguro Cesantía"
"405","25-29","i","hombre",Jun 2016,17.5340618153883,"Seguro Cesantía"
"406","25-29","i","hombre",Jul 2016,17.7981277518437,"Seguro Cesantía"
"407","25-29","i","hombre",Aug 2016,17.908905171061,"Seguro Cesantía"
"408","25-29","i","hombre",Sep 2016,17.956242549467,"Seguro Cesantía"
"409","25-29","i","hombre",Oct 2016,18.3213399636655,"Seguro Cesantía"
"410","25-29","i","hombre",Nov 2016,18.7681741021211,"Seguro Cesantía"
"411","25-29","i","hombre",Dec 2016,19.062002478493,"Seguro Cesantía"
"412","25-29","i","hombre",Jan 2017,19.3306079493096,"Seguro Cesantía"
"413","25-29","i","hombre",Feb 2017,19.6075077967758,"Seguro Cesantía"
"414","25-29","i","hombre",Mar 2017,19.9580976436478,"Seguro Cesantía"
"415","25-29","i","hombre",Apr 2017,20.1689682243927,"Seguro Cesantía"
"416","25-29","i","hombre",May 2017,20.3546328071373,"Seguro Cesantía"
"417","25-29","i","hombre",Jun 2017,20.7247782174221,"Seguro Cesantía"
"418","25-29","i","hombre",Jul 2017,20.9080388903518,"Seguro Cesantía"
"419","25-29","i","hombre",Aug 2017,20.9808497171549,"Seguro Cesantía"
"420","25-29","i","hombre",Sep 2017,21.1146320788919,"Seguro Cesantía"
"421","25-29","i","hombre",Oct 2017,21.0758771262311,"Seguro Cesantía"
"422","25-29","i","hombre",Nov 2017,20.9933180136867,"Seguro Cesantía"
"423","25-29","i","hombre",Dec 2017,21.0728951640942,"Seguro Cesantía"
"424","25-29","i","hombre",Jan 2018,21.1019099930107,"Seguro Cesantía"
"425","25-29","i","hombre",Feb 2018,20.9193741058712,"Seguro Cesantía"
"426","25-29","i","hombre",Mar 2018,21.0277163427686,"Seguro Cesantía"
"427","25-29","i","hombre",Apr 2018,21.4495381214794,"Seguro Cesantía"
"428","25-29","i","hombre",May 2018,21.7360234639501,"Seguro Cesantía"
"429","25-29","i","hombre",Jun 2018,22.0187783010591,"Seguro Cesantía"
"430","25-29","i","hombre",Jul 2018,22.4168831823229,"Seguro Cesantía"
"431","25-29","i","hombre",Aug 2018,22.7442816101234,"Seguro Cesantía"
"432","25-29","i","hombre",Sep 2018,23.2433910328667,"Seguro Cesantía"
"433","25-29","i","hombre",Oct 2018,24.0999632211213,"Seguro Cesantía"
"434","25-29","i","hombre",Nov 2018,24.8991574568979,"Seguro Cesantía"
"435","25-29","i","hombre",Dec 2018,25.5815617592701,"Seguro Cesantía"
"436","25-29","i","hombre",Jan 2019,26.3400200831449,"Seguro Cesantía"
"437","25-29","i","hombre",Feb 2019,27.2176164698699,"Seguro Cesantía"
"438","25-29","i","hombre",Mar 2019,27.8494967456666,"Seguro Cesantía"
"439","25-29","i","hombre",Apr 2019,28.2978214834482,"Seguro Cesantía"
"440","25-29","i","hombre",May 2019,28.7924133748923,"Seguro Cesantía"
"441","25-29","i","hombre",Jun 2019,29.1287065020143,"Seguro Cesantía"
"442","25-29","i","hombre",Jul 2019,29.206819598124,"Seguro Cesantía"
"443","25-29","i","hombre",Aug 2019,29.2009175772252,"Seguro Cesantía"
"444","25-29","i","hombre",Sep 2019,29.1281106607396,"Seguro Cesantía"
"445","25-29","i","hombre",Oct 2019,28.1991309540591,"Seguro Cesantía"
"446","25-29","i","hombre",Nov 2019,27.4898523052374,"Seguro Cesantía"
"447","25-29","i","hombre",Dec 2019,27.8686667738374,"Seguro Cesantía"
"448","25-29","i","hombre",Jan 2020,28.2809215789277,"Seguro Cesantía"
"449","25-29","i","hombre",Feb 2020,28.4460681552401,"Seguro Cesantía"
"450","25-29","i","hombre",Mar 2020,28.3789025413273,"Seguro Cesantía"
"451","25-29","i","hombre",Apr 2020,28.1419877210444,"Seguro Cesantía"
"452","25-29","i","hombre",May 2020,28.0680706412703,"Seguro Cesantía"
"453","25-29","i","hombre",Jun 2020,28.5055829304818,"Seguro Cesantía"
"454","25-29","i","hombre",Jul 2020,28.9496523369262,"Seguro Cesantía"
"455","25-29","i","hombre",Aug 2020,29.2007731841844,"Seguro Cesantía"
"456","25-29","i","hombre",Sep 2020,29.4227744757498,"Seguro Cesantía"
"457","25-29","i","hombre",Oct 2020,30.2239857138598,"Seguro Cesantía"
"458","25-29","i","hombre",Nov 2020,31.0880835501165,"Seguro Cesantía"
"459","25-29","i","hombre",Dec 2020,31.1280654137803,"Seguro Cesantía"
"460","25-29","i","hombre",Jan 2021,31.0723100527436,"Seguro Cesantía"
"461","25-29","i","hombre",Feb 2021,31.3567293656234,"Seguro Cesantía"
"462","25-29","i","hombre",Mar 2021,32.0294931622091,"Seguro Cesantía"
"463","25-29","i","hombre",Apr 2021,32.7357353324946,"Seguro Cesantía"
"464","25-29","i","hombre",May 2021,33.2663350242408,"Seguro Cesantía"
"465","25-29","i","hombre",Jun 2021,33.2040197287088,"Seguro Cesantía"
"466","25-29","i","hombre",Jul 2021,33.1370948349119,"Seguro Cesantía"
"467","25-29","i","hombre",Aug 2021,33.5337304595215,"Seguro Cesantía"
"468","25-29","i","hombre",Sep 2021,33.8155315695696,"Seguro Cesantía"
"469","25-29","i","hombre",Oct 2021,33.9839940514576,"Seguro Cesantía"
"470","25-29","i","hombre",Nov 2021,34.2006576177695,"Seguro Cesantía"
"471","25-29","i","hombre",Dec 2021,34.5688503847654,"Seguro Cesantía"
"472","25-29","i","hombre",Jan 2022,34.8732109431034,"Seguro Cesantía"
"473","25-29","i","hombre",Feb 2022,35.1999915861914,"Seguro Cesantía"
"474","25-29","i","hombre",Mar 2022,35.5389503918507,"Seguro Cesantía"
"475","25-29","i","hombre",Apr 2022,35.881112453579,"Seguro Cesantía"
"476","25-29","i","hombre",May 2022,36.0153880827119,"Seguro Cesantía"
"477","25-29","i","hombre",Jun 2022,35.9924206764787,"Seguro Cesantía"
"478","25-29","i","hombre",Jul 2022,36.1905414444301,"Seguro Cesantía"
"479","25-29","i","hombre",Aug 2022,36.3456361417788,"Seguro Cesantía"
"480","25-29","i","hombre",Sep 2022,36.592773573133,"Seguro Cesantía"
"481","25-29","i","hombre",Oct 2022,37.0885238921278,"Seguro Cesantía"
"482","25-29","i","hombre",Nov 2022,37.5204741123417,"Seguro Cesantía"
"483","25-29","i","hombre",Dec 2022,37.9263275673686,"Seguro Cesantía"
"484","25-29","i","hombre",Jan 2023,38.6836374540461,"Seguro Cesantía"
"485","25-29","i","hombre",Feb 2023,39.302820940877,"Seguro Cesantía"
"486","25-29","i","hombre",Mar 2023,39.9123752421409,"Seguro Cesantía"
"487","25-29","i","hombre",Apr 2023,40.7954619137828,"Seguro Cesantía"
"488","25-29","i","hombre",May 2023,41.5397913035554,"Seguro Cesantía"
"489","25-29","i","hombre",Jun 2023,42.4854624463914,"Seguro Cesantía"
"490","25-29","i","hombre",Jul 2023,43.4020990214381,"Seguro Cesantía"
"491","25-29","i","hombre",Aug 2023,44.0589497167944,"Seguro Cesantía"
"492","25-29","i","hombre",Sep 2023,45.0848105955532,"Seguro Cesantía"
"493","25-29","ii","mujer",Apr 2003,NA,"Seguro Cesantía"
"494","25-29","ii","mujer",May 2003,NA,"Seguro Cesantía"
"495","25-29","ii","mujer",Jun 2003,NA,"Seguro Cesantía"
"496","25-29","ii","mujer",Jul 2003,NA,"Seguro Cesantía"
"497","25-29","ii","mujer",Aug 2003,NA,"Seguro Cesantía"
"498","25-29","ii","mujer",Sep 2003,NA,"Seguro Cesantía"
"499","25-29","ii","mujer",Oct 2003,NA,"Seguro Cesantía"
"500","25-29","ii","mujer",Nov 2003,NA,"Seguro Cesantía"
"501","25-29","ii","mujer",Dec 2003,NA,"Seguro Cesantía"
"502","25-29","ii","mujer",Jan 2004,NA,"Seguro Cesantía"
"503","25-29","ii","mujer",Feb 2004,NA,"Seguro Cesantía"
"504","25-29","ii","mujer",Mar 2004,NA,"Seguro Cesantía"
"505","25-29","ii","mujer",Apr 2004,NA,"Seguro Cesantía"
"506","25-29","ii","mujer",May 2004,NA,"Seguro Cesantía"
"507","25-29","ii","mujer",Jun 2004,NA,"Seguro Cesantía"
"508","25-29","ii","mujer",Jul 2004,NA,"Seguro Cesantía"
"509","25-29","ii","mujer",Aug 2004,NA,"Seguro Cesantía"
"510","25-29","ii","mujer",Sep 2004,NA,"Seguro Cesantía"
"511","25-29","ii","mujer",Oct 2004,NA,"Seguro Cesantía"
"512","25-29","ii","mujer",Nov 2004,NA,"Seguro Cesantía"
"513","25-29","ii","mujer",Dec 2004,NA,"Seguro Cesantía"
"514","25-29","ii","mujer",Jan 2005,NA,"Seguro Cesantía"
"515","25-29","ii","mujer",Feb 2005,NA,"Seguro Cesantía"
"516","25-29","ii","mujer",Mar 2005,NA,"Seguro Cesantía"
"517","25-29","ii","mujer",Apr 2005,NA,"Seguro Cesantía"
"518","25-29","ii","mujer",May 2005,NA,"Seguro Cesantía"
"519","25-29","ii","mujer",Jun 2005,NA,"Seguro Cesantía"
"520","25-29","ii","mujer",Jul 2005,NA,"Seguro Cesantía"
"521","25-29","ii","mujer",Aug 2005,NA,"Seguro Cesantía"
"522","25-29","ii","mujer",Sep 2005,NA,"Seguro Cesantía"
"523","25-29","ii","mujer",Oct 2005,NA,"Seguro Cesantía"
"524","25-29","ii","mujer",Nov 2005,NA,"Seguro Cesantía"
"525","25-29","ii","mujer",Dec 2005,NA,"Seguro Cesantía"
"526","25-29","ii","mujer",Jan 2006,NA,"Seguro Cesantía"
"527","25-29","ii","mujer",Feb 2006,NA,"Seguro Cesantía"
"528","25-29","ii","mujer",Mar 2006,NA,"Seguro Cesantía"
"529","25-29","ii","mujer",Apr 2006,NA,"Seguro Cesantía"
"530","25-29","ii","mujer",May 2006,NA,"Seguro Cesantía"
"531","25-29","ii","mujer",Jun 2006,NA,"Seguro Cesantía"
"532","25-29","ii","mujer",Jul 2006,NA,"Seguro Cesantía"
"533","25-29","ii","mujer",Aug 2006,NA,"Seguro Cesantía"
"534","25-29","ii","mujer",Sep 2006,NA,"Seguro Cesantía"
"535","25-29","ii","mujer",Oct 2006,NA,"Seguro Cesantía"
"536","25-29","ii","mujer",Nov 2006,NA,"Seguro Cesantía"
"537","25-29","ii","mujer",Dec 2006,NA,"Seguro Cesantía"
"538","25-29","ii","mujer",Jan 2007,NA,"Seguro Cesantía"
"539","25-29","ii","mujer",Feb 2007,NA,"Seguro Cesantía"
"540","25-29","ii","mujer",Mar 2007,NA,"Seguro Cesantía"
"541","25-29","ii","mujer",Apr 2007,NA,"Seguro Cesantía"
"542","25-29","ii","mujer",May 2007,NA,"Seguro Cesantía"
"543","25-29","ii","mujer",Jun 2007,NA,"Seguro Cesantía"
"544","25-29","ii","mujer",Jul 2007,NA,"Seguro Cesantía"
"545","25-29","ii","mujer",Aug 2007,NA,"Seguro Cesantía"
"546","25-29","ii","mujer",Sep 2007,NA,"Seguro Cesantía"
"547","25-29","ii","mujer",Oct 2007,NA,"Seguro Cesantía"
"548","25-29","ii","mujer",Nov 2007,NA,"Seguro Cesantía"
"549","25-29","ii","mujer",Dec 2007,NA,"Seguro Cesantía"
"550","25-29","ii","mujer",Jan 2008,NA,"Seguro Cesantía"
"551","25-29","ii","mujer",Feb 2008,NA,"Seguro Cesantía"
"552","25-29","ii","mujer",Mar 2008,NA,"Seguro Cesantía"
"553","25-29","ii","mujer",Apr 2008,NA,"Seguro Cesantía"
"554","25-29","ii","mujer",May 2008,NA,"Seguro Cesantía"
"555","25-29","ii","mujer",Jun 2008,NA,"Seguro Cesantía"
"556","25-29","ii","mujer",Jul 2008,NA,"Seguro Cesantía"
"557","25-29","ii","mujer",Aug 2008,NA,"Seguro Cesantía"
"558","25-29","ii","mujer",Sep 2008,NA,"Seguro Cesantía"
"559","25-29","ii","mujer",Oct 2008,NA,"Seguro Cesantía"
"560","25-29","ii","mujer",Nov 2008,NA,"Seguro Cesantía"
"561","25-29","ii","mujer",Dec 2008,NA,"Seguro Cesantía"
"562","25-29","ii","mujer",Jan 2009,NA,"Seguro Cesantía"
"563","25-29","ii","mujer",Feb 2009,NA,"Seguro Cesantía"
"564","25-29","ii","mujer",Mar 2009,NA,"Seguro Cesantía"
"565","25-29","ii","mujer",Apr 2009,NA,"Seguro Cesantía"
"566","25-29","ii","mujer",May 2009,NA,"Seguro Cesantía"
"567","25-29","ii","mujer",Jun 2009,NA,"Seguro Cesantía"
"568","25-29","ii","mujer",Jul 2009,NA,"Seguro Cesantía"
"569","25-29","ii","mujer",Aug 2009,NA,"Seguro Cesantía"
"570","25-29","ii","mujer",Sep 2009,NA,"Seguro Cesantía"
"571","25-29","ii","mujer",Oct 2009,NA,"Seguro Cesantía"
"572","25-29","ii","mujer",Nov 2009,NA,"Seguro Cesantía"
"573","25-29","ii","mujer",Dec 2009,NA,"Seguro Cesantía"
"574","25-29","ii","mujer",Jan 2010,NA,"Seguro Cesantía"
"575","25-29","ii","mujer",Feb 2010,NA,"Seguro Cesantía"
"576","25-29","ii","mujer",Mar 2010,NA,"Seguro Cesantía"
"577","25-29","ii","mujer",Apr 2010,NA,"Seguro Cesantía"
"578","25-29","ii","mujer",May 2010,NA,"Seguro Cesantía"
"579","25-29","ii","mujer",Jun 2010,NA,"Seguro Cesantía"
"580","25-29","ii","mujer",Jul 2010,NA,"Seguro Cesantía"
"581","25-29","ii","mujer",Aug 2010,NA,"Seguro Cesantía"
"582","25-29","ii","mujer",Sep 2010,NA,"Seguro Cesantía"
"583","25-29","ii","mujer",Oct 2010,NA,"Seguro Cesantía"
"584","25-29","ii","mujer",Nov 2010,NA,"Seguro Cesantía"
"585","25-29","ii","mujer",Dec 2010,0,"Seguro Cesantía"
"586","25-29","ii","mujer",Jan 2011,0.275824407269042,"Seguro Cesantía"
"587","25-29","ii","mujer",Feb 2011,0.652106066131564,"Seguro Cesantía"
"588","25-29","ii","mujer",Mar 2011,1.05694090753768,"Seguro Cesantía"
"589","25-29","ii","mujer",Apr 2011,1.43342946447994,"Seguro Cesantía"
"590","25-29","ii","mujer",May 2011,1.79977085912214,"Seguro Cesantía"
"591","25-29","ii","mujer",Jun 2011,2.13973024124014,"Seguro Cesantía"
"592","25-29","ii","mujer",Jul 2011,2.39031433802485,"Seguro Cesantía"
"593","25-29","ii","mujer",Aug 2011,2.63061014023975,"Seguro Cesantía"
"594","25-29","ii","mujer",Sep 2011,2.85875540048683,"Seguro Cesantía"
"595","25-29","ii","mujer",Oct 2011,3.17489544973064,"Seguro Cesantía"
"596","25-29","ii","mujer",Nov 2011,3.56850648184578,"Seguro Cesantía"
"597","25-29","ii","mujer",Dec 2011,3.90336181795854,"Seguro Cesantía"
"598","25-29","ii","mujer",Jan 2012,4.26773998077537,"Seguro Cesantía"
"599","25-29","ii","mujer",Feb 2012,4.60197755817373,"Seguro Cesantía"
"600","25-29","ii","mujer",Mar 2012,4.96409519293873,"Seguro Cesantía"
"601","25-29","ii","mujer",Apr 2012,5.38202750539291,"Seguro Cesantía"
"602","25-29","ii","mujer",May 2012,5.75935013085526,"Seguro Cesantía"
"603","25-29","ii","mujer",Jun 2012,6.17347278414872,"Seguro Cesantía"
"604","25-29","ii","mujer",Jul 2012,6.70696060288688,"Seguro Cesantía"
"605","25-29","ii","mujer",Aug 2012,7.21612100146243,"Seguro Cesantía"
"606","25-29","ii","mujer",Sep 2012,7.64692533797442,"Seguro Cesantía"
"607","25-29","ii","mujer",Oct 2012,8.07646381604188,"Seguro Cesantía"
"608","25-29","ii","mujer",Nov 2012,8.47044776510683,"Seguro Cesantía"
"609","25-29","ii","mujer",Dec 2012,8.85074806290745,"Seguro Cesantía"
"610","25-29","ii","mujer",Jan 2013,9.14665313888142,"Seguro Cesantía"
"611","25-29","ii","mujer",Feb 2013,9.54661422608616,"Seguro Cesantía"
"612","25-29","ii","mujer",Mar 2013,10.1491698881315,"Seguro Cesantía"
"613","25-29","ii","mujer",Apr 2013,10.7763905323764,"Seguro Cesantía"
"614","25-29","ii","mujer",May 2013,11.4419428805839,"Seguro Cesantía"
"615","25-29","ii","mujer",Jun 2013,12.060416167761,"Seguro Cesantía"
"616","25-29","ii","mujer",Jul 2013,12.6980084058091,"Seguro Cesantía"
"617","25-29","ii","mujer",Aug 2013,13.4595209128409,"Seguro Cesantía"
"618","25-29","ii","mujer",Sep 2013,14.1666459530869,"Seguro Cesantía"
"619","25-29","ii","mujer",Oct 2013,14.7758907550231,"Seguro Cesantía"
"620","25-29","ii","mujer",Nov 2013,15.4119155510383,"Seguro Cesantía"
"621","25-29","ii","mujer",Dec 2013,16.0585984284897,"Seguro Cesantía"
"622","25-29","ii","mujer",Jan 2014,16.7344625324545,"Seguro Cesantía"
"623","25-29","ii","mujer",Feb 2014,17.3199042464982,"Seguro Cesantía"
"624","25-29","ii","mujer",Mar 2014,17.7123551730078,"Seguro Cesantía"
"625","25-29","ii","mujer",Apr 2014,18.0086366826501,"Seguro Cesantía"
"626","25-29","ii","mujer",May 2014,18.259610730252,"Seguro Cesantía"
"627","25-29","ii","mujer",Jun 2014,18.6474444599866,"Seguro Cesantía"
"628","25-29","ii","mujer",Jul 2014,18.9510963404257,"Seguro Cesantía"
"629","25-29","ii","mujer",Aug 2014,19.0823867410007,"Seguro Cesantía"
"630","25-29","ii","mujer",Sep 2014,19.3077810983825,"Seguro Cesantía"
"631","25-29","ii","mujer",Oct 2014,19.5794319662729,"Seguro Cesantía"
"632","25-29","ii","mujer",Nov 2014,19.8489028595108,"Seguro Cesantía"
"633","25-29","ii","mujer",Dec 2014,20.1411113527445,"Seguro Cesantía"
"634","25-29","ii","mujer",Jan 2015,20.448590777064,"Seguro Cesantía"
"635","25-29","ii","mujer",Feb 2015,20.6925327858667,"Seguro Cesantía"
"636","25-29","ii","mujer",Mar 2015,20.884890883436,"Seguro Cesantía"
"637","25-29","ii","mujer",Apr 2015,21.1144981686822,"Seguro Cesantía"
"638","25-29","ii","mujer",May 2015,21.3598194174797,"Seguro Cesantía"
"639","25-29","ii","mujer",Jun 2015,21.6177395100672,"Seguro Cesantía"
"640","25-29","ii","mujer",Jul 2015,21.9999889368007,"Seguro Cesantía"
"641","25-29","ii","mujer",Aug 2015,22.4335768165568,"Seguro Cesantía"
"642","25-29","ii","mujer",Sep 2015,22.8824183207193,"Seguro Cesantía"
"643","25-29","ii","mujer",Oct 2015,23.2819901848201,"Seguro Cesantía"
"644","25-29","ii","mujer",Nov 2015,23.5699877922967,"Seguro Cesantía"
"645","25-29","ii","mujer",Dec 2015,23.8428911757876,"Seguro Cesantía"
"646","25-29","ii","mujer",Jan 2016,24.0803831896597,"Seguro Cesantía"
"647","25-29","ii","mujer",Feb 2016,24.3726653054443,"Seguro Cesantía"
"648","25-29","ii","mujer",Mar 2016,24.692776516445,"Seguro Cesantía"
"649","25-29","ii","mujer",Apr 2016,24.9903073483161,"Seguro Cesantía"
"650","25-29","ii","mujer",May 2016,25.2890237948922,"Seguro Cesantía"
"651","25-29","ii","mujer",Jun 2016,25.5422179248659,"Seguro Cesantía"
"652","25-29","ii","mujer",Jul 2016,25.8017093169559,"Seguro Cesantía"
"653","25-29","ii","mujer",Aug 2016,26.0994312922941,"Seguro Cesantía"
"654","25-29","ii","mujer",Sep 2016,26.3747618602418,"Seguro Cesantía"
"655","25-29","ii","mujer",Oct 2016,26.678549245678,"Seguro Cesantía"
"656","25-29","ii","mujer",Nov 2016,27.0310357739771,"Seguro Cesantía"
"657","25-29","ii","mujer",Dec 2016,27.3982033877551,"Seguro Cesantía"
"658","25-29","ii","mujer",Jan 2017,27.7175549357948,"Seguro Cesantía"
"659","25-29","ii","mujer",Feb 2017,27.9408073077058,"Seguro Cesantía"
"660","25-29","ii","mujer",Mar 2017,28.2154746857296,"Seguro Cesantía"
"661","25-29","ii","mujer",Apr 2017,28.5145710676254,"Seguro Cesantía"
"662","25-29","ii","mujer",May 2017,28.7585403170087,"Seguro Cesantía"
"663","25-29","ii","mujer",Jun 2017,28.9829598567775,"Seguro Cesantía"
"664","25-29","ii","mujer",Jul 2017,29.0625366065083,"Seguro Cesantía"
"665","25-29","ii","mujer",Aug 2017,29.0465520321246,"Seguro Cesantía"
"666","25-29","ii","mujer",Sep 2017,29.0946057409302,"Seguro Cesantía"
"667","25-29","ii","mujer",Oct 2017,29.1675743645584,"Seguro Cesantía"
"668","25-29","ii","mujer",Nov 2017,29.2372332690797,"Seguro Cesantía"
"669","25-29","ii","mujer",Dec 2017,29.3091072893729,"Seguro Cesantía"
"670","25-29","ii","mujer",Jan 2018,29.3674071587382,"Seguro Cesantía"
"671","25-29","ii","mujer",Feb 2018,29.3917353235403,"Seguro Cesantía"
"672","25-29","ii","mujer",Mar 2018,29.5378077991685,"Seguro Cesantía"
"673","25-29","ii","mujer",Apr 2018,29.828030473741,"Seguro Cesantía"
"674","25-29","ii","mujer",May 2018,30.1682742567464,"Seguro Cesantía"
"675","25-29","ii","mujer",Jun 2018,30.4975703504491,"Seguro Cesantía"
"676","25-29","ii","mujer",Jul 2018,30.7995036123652,"Seguro Cesantía"
"677","25-29","ii","mujer",Aug 2018,31.0224073620821,"Seguro Cesantía"
"678","25-29","ii","mujer",Sep 2018,31.3048381009509,"Seguro Cesantía"
"679","25-29","ii","mujer",Oct 2018,31.8158905799916,"Seguro Cesantía"
"680","25-29","ii","mujer",Nov 2018,32.328525240623,"Seguro Cesantía"
"681","25-29","ii","mujer",Dec 2018,32.7593604157132,"Seguro Cesantía"
"682","25-29","ii","mujer",Jan 2019,33.2161097855142,"Seguro Cesantía"
"683","25-29","ii","mujer",Feb 2019,33.6657408668181,"Seguro Cesantía"
"684","25-29","ii","mujer",Mar 2019,33.9410150692351,"Seguro Cesantía"
