"","Fecha","quintil","ingresos","trend","base","perc_change"
"143",Mar 2004,2,279.331515459095,280.843538905188,426.811935859282,-34.1996989049106
"145",Mar 2004,3,380.494703072863,381.57558949551,615.113409283463,-37.9666279849105
"147",Mar 2004,4,588.188423590048,598.318297387706,917.7147187891,-34.8034541521606
"149",Mar 2004,5,2096.43693811997,2177.46815569418,1921.91829528103,13.2966037651345
"151",Apr 2004,1,127.82290836212,142.157160169313,235.74477272491,-39.6987010459842
"153",Apr 2004,2,279.486402641705,282.701569364136,426.811935859282,-33.7643712341397
"155",Apr 2004,3,382.070126165759,384.535661591524,615.113409283463,-37.4854041892105
"157",Apr 2004,4,596.271449184139,603.531976967993,917.7147187891,-34.2353386503011
"159",Apr 2004,5,2130.94058975431,2188.83383464763,1921.91829528103,13.8879753640917
"161",May 2004,1,137.825401300086,142.513403423111,235.74477272491,-39.5475870892757
"163",May 2004,2,280.011233418147,283.833332347026,426.811935859282,-33.4992045675583
"165",May 2004,3,385.219922834141,387.508809249438,615.113409283463,-37.0020546778778
"167",May 2004,4,598.950932361572,608.696327927259,917.7147187891,-33.6725983069753
"169",May 2004,5,2183.09700965236,2198.27888634623,1921.91829528103,14.3794141376226
"171",Jun 2004,1,166.34535830556,144.046227301571,235.74477272491,-38.8973822678739
"173",Jun 2004,2,291.414102667951,285.663765105015,426.811935859282,-33.0703429064372
"175",Jun 2004,3,384.432991136889,390.78191335337,615.113409283463,-36.4699407531066
"177",Jun 2004,4,609.392672619845,614.40464569075,917.7147187891,-33.0505839002517
"179",Jun 2004,5,2206.6434270184,2207.66392815681,1921.91829528103,14.8677305157761
"181",Jul 2004,1,141.283466728744,145.557423475182,235.74477272491,-38.2563516498273
"183",Jul 2004,2,284.793767887037,287.330735729073,426.811935859282,-32.6797796433218
"185",Jul 2004,3,388.058063054351,393.575862212457,615.113409283463,-36.0157238856281
"187",Jul 2004,4,611.475555087826,619.428560435682,917.7147187891,-32.503146375052
"189",Jul 2004,5,2227.00257728165,2213.75459660206,1921.91829528103,15.1846362063145
"191",Aug 2004,1,138.472840583104,145.670295135546,235.74477272491,-38.2084728955884
"193",Aug 2004,2,282.855007402074,288.02968506439,426.811935859282,-32.516019149157
"195",Aug 2004,3,389.914827265676,395.672845398374,615.113409283463,-35.6748138754952
"197",Aug 2004,4,617.970899913215,623.319135969844,917.7147187891,-32.0792046582518
"199",Aug 2004,5,2227.67209114893,2215.71747531925,1921.91829528103,15.286767432289
"201",Sep 2004,1,173.470089605109,146.860912928298,235.74477272491,-37.7034276388094
"203",Sep 2004,2,305.534461816792,289.24221592637,426.811935859282,-32.2319289538961
"205",Sep 2004,3,419.089351103594,397.702478416052,615.113409283463,-35.3448530931345
"207",Sep 2004,4,671.529830898884,626.882235468103,917.7147187891,-31.6909468015009
"209",Sep 2004,5,2378.48423469366,2215.94486588108,1921.91829528103,15.298598869785
"211",Oct 2004,1,139.287949490404,149.723282671164,235.74477272491,-36.4892460008537
"213",Oct 2004,2,283.884413782846,291.115304652471,426.811935859282,-31.7930732029832
"215",Oct 2004,3,397.045111317935,399.850546967754,615.113409283463,-34.9956380509516
"217",Oct 2004,4,637.387142425441,630.175704776698,917.7147187891,-31.332069555537
"219",Oct 2004,5,2271.68629610451,2216.11526114275,1921.91829528103,15.3074647649733
"221",Nov 2004,1,140.319296674813,152.859748472216,235.74477272491,-35.1587962246832
"223",Nov 2004,2,284.523153420581,293.133263567732,426.811935859282,-31.3202750580114
"225",Nov 2004,3,399.834222489546,402.096626640759,615.113409283463,-34.6304891793603
"227",Nov 2004,4,634.942494550485,633.645887662723,917.7147187891,-30.9539364805217
"229",Nov 2004,5,2246.01306713339,2214.71567010387,1921.91829528103,15.2346421563163
"231",Dec 2004,1,170.379254775676,154.582761621885,235.74477272491,-34.4279154803287
"233",Dec 2004,2,312.229035939193,294.700060163306,426.811935859282,-30.9531820917803
"235",Dec 2004,3,435.59439658399,404.327818753733,615.113409283463,-34.2677606029222
"237",Dec 2004,4,700.862471268297,637.07441025339,917.7147187891,-30.5803429747763
"239",Dec 2004,5,2459.03273631164,2211.84392529573,1921.91829528103,15.0852214023128
"241",Jan 2005,1,137.536552561194,156.443124536323,235.74477272491,-33.6387726743465
"243",Jan 2005,2,287.944072652291,296.514252817253,426.811935859282,-30.5281254095451
"245",Jan 2005,3,399.548444570683,406.839780134548,615.113409283463,-33.859386904202
"247",Jan 2005,4,619.328754746407,640.816232507301,917.7147187891,-30.1726103562074
"249",Jan 2005,5,2119.86634443057,2210.03162940652,1921.91829528103,14.9909252038915
"251",Feb 2005,1,139.030570869333,159.962790366402,235.74477272491,-32.145774212749
"253",Feb 2005,2,287.995579837429,299.280438216356,426.811935859282,-29.8800213696396
"255",Feb 2005,3,399.009442925581,409.834694829531,615.113409283463,-33.3724986898039
"257",Feb 2005,4,616.09898852926,645.3113156283,917.7147187891,-29.6827976694357
"259",Feb 2005,5,2047.91714799663,2209.86253396159,1921.91829528103,14.9821269399206
"261",Mar 2005,1,165.315389340086,162.256460734527,235.74477272491,-31.1728277751195
"263",Mar 2005,2,301.139203841689,301.52023256766,426.811935859282,-29.3552482405108
"265",Mar 2005,3,404.730980016091,412.735575269304,615.113409283463,-32.9008977791438
"267",Mar 2005,4,628.562844473683,649.552001971001,917.7147187891,-29.2207056646027
"269",Mar 2005,5,2089.52879997393,2207.58613920066,1921.91829528103,14.8636830515138
"271",Apr 2005,1,167.003535277598,164.351840889272,235.74477272491,-30.2839935793384
"273",Apr 2005,2,302.632843685539,303.543650797699,426.811935859282,-28.8811710041362
"275",Apr 2005,3,409.38749446338,415.246513639339,615.113409283463,-32.492690392971
"277",Apr 2005,4,634.94029170679,653.068852645283,917.7147187891,-28.8374873722207
"279",Apr 2005,5,2141.93821418031,2201.46824921158,1921.91829528103,14.54536098735
"281",May 2005,1,173.91995360986,167.518933273269,235.74477272491,-28.9405523876677
"283",May 2005,2,305.295806340576,306.01671122882,426.811935859282,-28.3017447455565
"285",May 2005,3,411.808466688639,417.608039295801,615.113409283463,-32.1087732777168
"287",May 2005,4,643.566479103523,656.578780375991,917.7147187891,-28.4550234475558
"289",May 2005,5,2138.50920029324,2196.11202543064,1921.91829528103,14.2666694428609
"291",Jun 2005,1,171.603121587836,169.538434052774,235.74477272491,-28.0839052789483
"293",Jun 2005,2,303.732648039298,308.02135106036,426.811935859282,-27.8320671983471
"295",Jun 2005,3,411.39305799376,420.251915160043,615.113409283463,-31.6789540241711
"297",Jun 2005,4,647.061668053883,660.99941350392,917.7147187891,-27.9733233029006
"299",Jun 2005,5,2182.30936098216,2192.6833581915,1921.91829528103,14.0882712639393
"301",Jul 2005,1,180.674413392971,171.401165967093,235.74477272491,-27.293757572686
"303",Jul 2005,2,316.015846210428,309.773368309216,426.811935859282,-27.4215779168493
"305",Jul 2005,3,421.385069337045,422.657358750793,615.113409283463,-31.2878970980098
"307",Jul 2005,4,663.610293747651,664.740269990977,917.7147187891,-27.5656959203962
"309",Jul 2005,5,2207.84154197681,2186.00689416656,1921.91829528103,13.7408858396301
"311",Aug 2005,1,183.553873840785,174.260038832895,235.74477272491,-26.0810592664809
"313",Aug 2005,2,318.021378657148,311.829450344269,426.811935859282,-26.9398477068182
"315",Aug 2005,3,428.465773662582,424.504463211662,615.113409283463,-30.9876102837423
"317",Aug 2005,4,673.718156157389,667.393487780039,917.7147187891,-27.276584529379
"319",Aug 2005,5,2242.77483577558,2175.85174745442,1921.91829528103,13.2124998652066
"321",Sep 2005,1,183.437145182423,176.126852114453,235.74477272491,-25.289180295007
"323",Sep 2005,2,324.12315499302,313.428869922541,426.811935859282,-26.5651113314046
"325",Sep 2005,3,450.159535261245,426.2953388355,615.113409283463,-30.6964646841165
"327",Sep 2005,4,717.559046879515,670.101155258502,917.7147187891,-26.9815399558283
"329",Sep 2005,5,2308.74801580464,2165.60336186745,1921.91829528103,12.679262546423
"331",Oct 2005,1,179.610017626979,176.7261706336,235.74477272491,-25.0349568345165
"333",Oct 2005,2,313.857758127538,314.468107051182,426.811935859282,-26.321623030978
"335",Oct 2005,3,426.237448041106,427.949172477943,615.113409283463,-30.4275982251054
"337",Oct 2005,4,675.762342627573,672.739314049999,917.7147187891,-26.6940694884288
"339",Oct 2005,5,2194.59315525559,2156.0375872185,1921.91829528103,12.1815423950287
"341",Nov 2005,1,176.007445754164,177.425699932262,235.74477272491,-24.7382252079455
"343",Nov 2005,2,313.9032594228,315.665775818444,426.811935859282,-26.0410149535936
"345",Nov 2005,3,427.318501521482,429.725100428827,615.113409283463,-30.1388826932893
"347",Nov 2005,4,680.805559885352,675.435469443743,917.7147187891,-26.4002793444392
"349",Nov 2005,5,2194.55683723981,2149.0219224246,1921.91829528103,11.8165078974057
"351",Dec 2005,1,183.159124404445,178.370660379748,235.74477272491,-24.3373847411293
"353",Dec 2005,2,330.960285893949,317.009754536851,426.811935859282,-25.7261271527871
"355",Dec 2005,3,471.563138293854,431.655235908355,615.113409283463,-29.8250973895717
"357",Dec 2005,4,761.094601003738,678.156314408611,917.7147187891,-26.1037988686267
"359",Dec 2005,5,2428.20095246582,2141.35718249386,1921.91829528103,11.4177011453417
"361",Jan 2006,1,169.462248876084,179.096461278172,235.74477272491,-24.0295090287496
"363",Jan 2006,2,311.261236670077,318.095196704402,426.811935859282,-25.4718132322156
"365",Jan 2006,3,421.31034903883,433.324930929852,615.113409283463,-29.5536523200451
"367",Jan 2006,4,648.877180700336,680.34832417874,917.7147187891,-25.8649436203397
"369",Jan 2006,5,1990.46299167788,2131.66947328047,1921.91829528103,10.9136365741694
"371",Feb 2006,1,175.717823333695,179.584149787975,235.74477272491,-23.8226376295813
"373",Feb 2006,2,314.024384660904,318.974909444851,426.811935859282,-25.2657007347574
"375",Feb 2006,3,421.578045518292,434.618396596555,615.113409283463,-29.3433714763533
"377",Feb 2006,4,650.22778951281,681.931726156434,917.7147187891,-25.6924061263587
"379",Feb 2006,5,1933.59697965788,2120.85795202602,1921.91829528103,10.351098547397
"381",Mar 2006,1,173.431655633102,180.253275051764,235.74477272491,-23.5388030163871
"383",Mar 2006,2,313.496468896732,320.118342399234,426.811935859282,-24.9977998495395
"385",Mar 2006,3,425.143392395472,436.222690015206,615.113409283463,-29.0825588531136
"387",Mar 2006,4,659.418062973238,683.735499436157,917.7147187891,-25.4958555815333
"389",Mar 2006,5,1957.88771422546,2111.94916064454,1921.91829528103,9.88756212114212
"391",Apr 2006,1,173.270913444105,181.093327364036,235.74477272491,-23.1824632755045
"393",Apr 2006,2,315.217269717899,321.523662312803,426.811935859282,-24.6685400994017
"395",Apr 2006,3,428.667089502635,438.244246751216,615.113409283463,-28.7539110451648
"397",Apr 2006,4,667.400884203176,685.732185413047,917.7147187891,-25.2782840491158
"399",Apr 2006,5,2044.00070835402,2106.49172764291,1921.91829528103,9.60360452445205
"401",May 2006,1,184.44127861126,182.002322564808,235.74477272491,-22.7968788189477
"403",May 2006,2,321.455430722495,322.939236586764,426.811935859282,-24.3368778015533
"405",May 2006,3,435.151142470615,440.274920505635,615.113409283463,-28.4237810685178
"407",May 2006,4,675.813616056986,687.775302401224,917.7147187891,-25.0556531000478
"409",May 2006,5,2068.07075106585,2102.1424855057,1921.91829528103,9.37730759248084
"411",Jun 2006,1,183.760847326079,183.10434631382,235.74477272491,-22.3294140534414
"413",Jun 2006,2,319.828512899154,324.304492433873,426.811935859282,-24.0170048710177
"415",Jun 2006,3,434.373633720446,442.215371564832,615.113409283463,-28.1083187440244
"417",Jun 2006,4,680.11481025725,689.859694979039,917.7147187891,-24.8285245016784
"419",Jun 2006,5,2068.79405187194,2097.75330236229,1921.91829528103,9.14893247610988
"421",Jul 2006,1,185.935909216921,184.105002976307,235.74477272491,-21.9049479450646
"423",Jul 2006,2,325.970593371785,325.715261816408,426.811935859282,-23.6864683363038
"425",Jul 2006,3,438.477174126295,444.287082279873,615.113409283463,-27.7715173211039
"427",Jul 2006,4,683.165386027391,692.10061754584,917.7147187891,-24.584339405709
"429",Jul 2006,5,2088.85182996562,2092.82353526624,1921.91829528103,8.89243004787679
"431",Aug 2006,1,189.996902252091,184.649611217057,235.74477272491,-21.6739319040916
"433",Aug 2006,2,329.179737266575,327.071695421387,426.811935859282,-23.3686624150031
"435",Aug 2006,3,442.416844874199,446.437078820107,615.113409283463,-27.4219888426501
"437",Aug 2006,4,692.164711342294,694.35519373662,917.7147187891,-24.3386665245162
"439",Aug 2006,5,2102.28803767996,2089.05479075652,1921.91829528103,8.69633719008076
"441",Sep 2006,1,193.053123102056,185.246030980345,235.74477272491,-21.420938059777
"443",Sep 2006,2,340.407187288778,328.420371294644,426.811935859282,-23.0526740932282
"445",Sep 2006,3,474.711506097254,448.574232397506,615.113409283463,-27.0745482658159
"447",Sep 2006,4,742.403050407964,696.756938811812,917.7147187891,-24.0769571908835
"449",Sep 2006,5,2235.42382074461,2086.80440256598,1921.91829528103,8.5792464585928
"451",Oct 2006,1,190.155295201885,186.271332931268,235.74477272491,-20.9860177266251
"453",Oct 2006,2,331.30140375743,330.042371205397,426.811935859282,-22.6726472536583
"455",Oct 2006,3,450.202838869324,451.060198774108,615.113409283463,-26.6704006177427
"457",Oct 2006,4,698.838802544485,699.550622886031,917.7147187891,-23.7725397050328
"459",Oct 2006,5,2136.93895827658,2081.7187499709,1921.91829528103,8.31463309768324
"461",Nov 2006,1,187.278052997793,187.074867762836,235.74477272491,-20.6451682467915
"463",Nov 2006,2,330.433396367993,331.550329585414,426.811935859282,-22.3193398005803
"465",Nov 2006,3,452.089280799337,453.459430717893,615.113409283463,-26.2803535292587
"467",Nov 2006,4,706.763907684703,702.11093980117,917.7147187891,-23.4935513808053
"469",Nov 2006,5,2147.82922292569,2072.24842450293,1921.91829528103,7.82187929585817
"471",Dec 2006,1,198.3370871371,187.516006667185,235.74477272491,-20.4580426111939
"473",Dec 2006,2,347.196289279368,332.596810148027,426.811935859282,-22.074154398137
"475",Dec 2006,3,493.363184436707,455.515724538542,615.113409283463,-25.9460584562501
"477",Dec 2006,4,785.161675071938,704.580161304007,917.7147187891,-23.2244893888504
"479",Dec 2006,5,2369.58817133825,2062.26268753229,1921.91829528103,7.30230793868053
"481",Jan 2007,1,178.300046043121,188.401038320907,235.74477272491,-20.0826231931972
"483",Jan 2007,2,328.883698465486,333.846815659127,426.811935859282,-21.7812840714007
"485",Jan 2007,3,449.231360056978,457.840563056497,615.113409283463,-25.5681056295247
"487",Jan 2007,4,678.592248235362,707.349189470048,917.7147187891,-22.9227585666953
"489",Jan 2007,5,1930.76136250021,2052.82730129168,1921.91829528103,6.81137207195948
"491",Feb 2007,1,179.950623944653,189.419898297795,235.74477272491,-19.6504354652949
"493",Feb 2007,2,328.956329384993,335.321790335023,426.811935859282,-21.4357045428138
"495",Feb 2007,3,445.256951465742,460.435456142978,615.113409283463,-25.146249586831
"497",Feb 2007,4,674.622550556492,710.451555186007,917.7147187891,-22.5847051768518
"499",Feb 2007,5,1902.84874060222,2045.32024921145,1921.91829528103,6.42077003134932
"501",Mar 2007,1,183.512929341042,190.390963927522,235.74477272491,-19.2385215049119
"503",Mar 2007,2,330.932745130805,336.668655157593,426.811935859282,-21.120140541573
"505",Mar 2007,3,452.75617230561,463.130382094054,615.113409283463,-24.7081310365923
"507",Mar 2007,4,692.665183734163,713.865150276438,917.7147187891,-22.2127382659435
"509",Mar 2007,5,1934.62663670803,2036.75427355934,1921.91829528103,5.97507076967151
"511",Apr 2007,1,187.79688655833,191.22723452303,235.74477272491,-18.8837859212375
"513",Apr 2007,2,336.708991341906,337.853498436097,426.811935859282,-20.8425374150066
"515",Apr 2007,3,460.717502630936,465.543573461528,615.113409283463,-24.3158145416089
"517",Apr 2007,4,701.202181223523,716.922440500453,917.7147187891,-21.8795965867898
"519",Apr 2007,5,1945.20612358955,2025.80850409586,1921.91829528103,5.40554762759247
"521",May 2007,1,189.200141454661,191.67171561312,235.74477272491,-18.6952425720246
"523",May 2007,2,336.154710218896,338.689065586017,426.811935859282,-20.6467680187647
"525",May 2007,3,460.682295993152,467.409072633292,615.113409283463,-24.0125372688964
"527",May 2007,4,703.459924999966,719.337442891712,917.7147187891,-21.6164426521503
"529",May 2007,5,1939.57752459907,2014.19078042952,1921.91829528103,4.80106180242141
"531",Jun 2007,1,189.589318187065,192.079966718045,235.74477272491,-18.522067531829
"533",Jun 2007,2,330.244766905454,339.499347140892,426.811935859282,-20.4569229167893
"535",Jun 2007,3,458.193531893507,469.397737973879,615.113409283463,-23.6892366692714
"537",Jun 2007,4,711.729817382357,722.375981289389,917.7147187891,-21.2853442905934
"539",Jun 2007,5,1957.62959104343,2002.5557786111,1921.91829528103,4.19567697170382
"541",Jul 2007,1,201.348198045251,192.572650935507,235.74477272491,-18.3130770156163
"543",Jul 2007,2,345.5544716319,340.300599828489,426.811935859282,-20.2691932353354
"545",Jul 2007,3,470.453400384133,471.37713271494,615.113409283463,-23.3674432062795
"547",Jul 2007,4,718.007054887276,726.141033437903,917.7147187891,-20.8750803957872
"549",Jul 2007,5,1973.56702101953,1994.94385223782,1921.91829528103,3.79961818023634
"551",Aug 2007,1,199.037252869081,193.071252680686,235.74477272491,-18.1015763577583
"553",Aug 2007,2,344.995251227951,340.902809703579,426.811935859282,-20.1280983351008
"555",Aug 2007,3,472.718052691914,473.159480934599,615.113409283463,-23.077683920795
"557",Aug 2007,4,731.779819665419,729.438144506883,917.7147187891,-20.5158063205789
"559",Aug 2007,5,2037.40359670057,1988.46832553171,1921.91829528103,3.46268779552597
"561",Sep 2007,1,207.31834759851,193.40090170269,235.74477272491,-17.9617433433532
"563",Sep 2007,2,356.9164290691,341.447742962267,426.811935859282,-20.0004230727886
"565",Sep 2007,3,509.088521105372,474.908755396646,615.113409283463,-22.7933014905559
"567",Sep 2007,4,784.71422425519,731.992707150352,917.7147187891,-20.2374450181864
"569",Sep 2007,5,2094.72484607317,1980.30662333844,1921.91829528103,3.03802342694664
"571",Oct 2007,1,195.960564997615,193.203172669504,235.74477272491,-18.0456175395445
"573",Oct 2007,2,343.228400661194,341.70953757131,426.811935859282,-19.9390858450665
"575",Oct 2007,3,473.742416680577,476.194016215601,615.113409283463,-22.5843545224753
"577",Oct 2007,4,729.902594073604,733.956131540435,917.7147187891,-20.023497878636
"579",Oct 2007,5,2014.93946582458,1972.17804813348,1921.91829528103,2.61508270022988
"581",Nov 2007,1,192.140329364222,192.938669695057,235.74477272491,-18.1578164109721
"583",Nov 2007,2,338.560011062318,341.727891148365,426.811935859282,-19.9347856895381
"585",Nov 2007,3,473.321683110419,477.141833574126,615.113409283463,-22.4302662935049
"587",Nov 2007,4,733.660173545811,735.88766694625,917.7147187891,-19.8130255644985
"589",Nov 2007,5,1991.00334738546,1965.80061375227,1921.91829528103,2.28325619143068
"591",Dec 2007,1,203.272837288876,192.805453389832,235.74477272491,-18.2143251104804
"593",Dec 2007,2,358.516431902045,341.848573590281,426.811935859282,-19.9065103692444
"595",Dec 2007,3,519.858750299719,478.065148006613,615.113409283463,-22.280161545575
"597",Dec 2007,4,831.19033075508,737.539828928047,917.7147187891,-19.6329955455863
"599",Dec 2007,5,2247.17400323645,1958.77723267166,1921.91829528103,1.91782020500701
"601",Jan 2008,1,185.188717110441,192.663008169215,235.74477272491,-18.2747486010928
"603",Jan 2008,2,336.793620345114,342.154558503805,426.811935859282,-19.8348195640405
"605",Jan 2008,3,470.241267979428,479.02888232323,615.113409283463,-22.1234856705134
"607",Jan 2008,4,722.924844116552,739.093040910247,917.7147187891,-19.4637477444559
"609",Jan 2008,5,1870.48929764324,1950.479177712,1921.91829528103,1.48606121816385
"611",Feb 2008,1,185.028394761627,192.906525566621,235.74477272491,-18.1714515503919
"613",Feb 2008,2,335.499444507527,342.646626314777,426.811935859282,-19.719530423876
"615",Feb 2008,3,467.023400815105,480.095758348644,615.113409283463,-21.9500418779845
"617",Feb 2008,4,709.420620330833,740.60735457377,917.7147187891,-19.2987385501475
"619",Feb 2008,5,1807.70816451257,1940.9262088705,1921.91829528103,0.989007370195993
"621",Mar 2008,1,186.346735052158,193.119075793093,235.74477272491,-18.0812903883799
"623",Mar 2008,2,337.468028216788,343.241576292926,426.811935859282,-19.5801364828534
"625",Mar 2008,3,472.972310045377,481.119829415366,615.113409283463,-21.7835569580874
"627",Mar 2008,4,719.176617403073,741.810406095763,917.7147187891,-19.16764644741
"629",Mar 2008,5,1833.88636015929,1931.41448240691,1921.91829528103,0.494099418752571
"631",Apr 2008,1,180.217584050748,193.184807625658,235.74477272491,-18.0534077626886
"633",Apr 2008,2,336.456778872949,343.606973706991,426.811935859282,-19.4945256122648
"635",Apr 2008,3,471.347624546085,481.863620027612,615.113409283463,-21.6626376932786
"637",Apr 2008,4,721.812932916584,742.829519822998,917.7147187891,-19.0565973701346
"639",Apr 2008,5,1850.86059521915,1923.05334556785,1921.91829528103,0.0590581966780656
"641",May 2008,1,190.431372575522,193.374125265948,235.74477272491,-17.9731015747287
"643",May 2008,2,336.847408537195,343.952300116367,426.811935859282,-19.4136172823043
"645",May 2008,3,472.799790682591,482.561525754777,615.113409283463,-21.549178009807
"647",May 2008,4,729.206023046483,743.661873071665,917.7147187891,-18.965898895802
"649",May 2008,5,1880.86462782058,1916.17195245985,1921.91829528103,-0.298989964104584
"651",Jun 2008,1,185.160895740787,193.706512334068,235.74477272491,-17.8321071152217
"653",Jun 2008,2,332.448447193134,344.7339949684,426.811935859282,-19.2304699084008
"655",Jun 2008,3,468.235583583774,483.895781182713,615.113409283463,-21.3322659074532
"657",Jun 2008,4,725.635606898954,745.062720218982,917.7147187891,-18.8132537307376
"659",Jun 2008,5,1847.78134188712,1911.54684631341,1921.91829528103,-0.539640472390631
"661",Jul 2008,1,202.357935196731,194.236586025779,235.74477272491,-17.6072564491457
"663",Jul 2008,2,350.6944292688,345.775878945808,426.811935859282,-18.9863614639379
"665",Jul 2008,3,483.540972292657,485.459802901652,615.113409283463,-21.0780003207607
"667",Jul 2008,4,741.378352943485,746.619680272621,917.7147187891,-18.6435975160379
"669",Jul 2008,5,1884.26195114404,1906.71034063491,1921.91829528103,-0.791290383335321
"671",Aug 2008,1,203.871933255356,195.197836078465,235.74477272491,-17.1995061344412
"673",Aug 2008,2,351.664921054362,347.090337292906,426.811935859282,-18.6783901452699
"675",Aug 2008,3,485.235505393342,487.032868806281,615.113409283463,-20.8222644059053
"677",Aug 2008,4,744.752049533765,748.545818514983,917.7147187891,-18.4337133109656
"679",Aug 2008,5,1897.43741438023,1903.77984283081,1921.91829528103,-0.943768134928443
"681",Sep 2008,1,207.584872647546,196.294948490466,235.74477272491,-16.7341246969992
"683",Sep 2008,2,364.525558718272,348.535255097187,426.811935859282,-18.3398527982831
"685",Sep 2008,3,521.148774005272,488.714968668753,615.113409283463,-20.5488026609514
"687",Sep 2008,4,800.615230914668,751.108088366304,917.7147187891,-18.15451218246
"689",Sep 2008,5,2006.40959326731,1902.82993328583,1921.91829528103,-0.993193209204868
"691",Oct 2008,1,197.271603930155,197.365709811295,235.74477272491,-16.2799210646333
"693",Oct 2008,2,344.388808949583,350.148802485412,426.811935859282,-17.9618063444097
"695",Oct 2008,3,479.533138474576,490.690272642048,615.113409283463,-20.2276742408125
"697",Oct 2008,4,738.460316867774,754.206159435644,917.7147187891,-17.8169267644744
"699",Oct 2008,5,1902.58743449292,1903.26255749309,1921.91829528103,-0.970683188445094
"701",Nov 2008,1,195.372913798644,198.845032695604,235.74477272491,-15.6524106994153
"703",Nov 2008,2,345.687436598953,352.150876364052,426.811935859282,-17.4927299877211
"705",Nov 2008,3,484.280698768366,493.200044605281,615.113409283463,-19.8196564793144
"707",Nov 2008,4,745.07892871966,757.8508314974,917.7147187891,-17.4197802452854
"709",Nov 2008,5,1938.20194412515,1903.21381341834,1921.91829528103,-0.973219408369968
"711",Dec 2008,1,208.017542489322,200.699114971977,235.74477272491,-14.8659320619708
"713",Dec 2008,2,370.149682814199,354.279956446015,426.811935859282,-16.9938966836158
"715",Dec 2008,3,540.921864912253,495.741625749013,615.113409283463,-19.4064674469549
"717",Dec 2008,4,853.391907116827,761.579727599012,917.7147187891,-17.0134561420246
"719",Dec 2008,5,2188.97285898229,1903.19991324494,1921.91829528103,-0.973942653131898
"721",Jan 2009,1,193.16578051107,202.170699035903,235.74477272491,-14.2417044080906
"723",Jan 2009,2,350.165584890748,356.095739696519,426.811935859282,-16.568467332197
"725",Jan 2009,3,486.714674621426,497.994858794573,615.113409283463,-19.0401556398063
"727",Jan 2009,4,738.090309042137,765.285463905248,917.7147187891,-16.609655676546
"729",Jan 2009,5,1812.61430561329,1906.06789761266,1921.91829528103,-0.824717559913119
"731",Feb 2009,1,200.121332625444,203.325202678855,235.74477272491,-13.7519783244083
"733",Feb 2009,2,353.67448029226,357.932732893481,426.811935859282,-16.1380685915284
"735",Feb 2009,3,488.303575884206,500.756501347626,615.113409283463,-18.5911908617063
"737",Feb 2009,4,740.482473221947,769.607935774352,917.7147187891,-16.1386518034898
"739",Feb 2009,5,1795.25120924409,1910.40979392656,1921.91829528103,-0.598802841032515
"741",Mar 2009,1,197.584495076376,204.545793409205,235.74477272491,-13.2342189203538
"743",Mar 2009,2,353.971019734794,359.922083685505,426.811935859282,-15.6719731933248
"745",Mar 2009,3,492.06253167561,503.776590810674,615.113409283463,-18.1002099438026
"747",Mar 2009,4,749.609240943655,774.09838586812,917.7147187891,-15.6493439606677
"749",Mar 2009,5,1823.54548634838,1913.25304172681,1921.91829528103,-0.450864824769138
"751",Apr 2009,1,194.678095726434,205.911049016217,235.74477272491,-12.6550944752044
"753",Apr 2009,2,358.678924672331,362.05881695792,426.811935859282,-15.1713467832145
"755",Apr 2009,3,499.664698274919,506.731468906489,615.113409283463,-17.6198305452691
"757",Apr 2009,4,765.734015040155,778.303853268984,917.7147187891,-15.1910896344852
"759",Apr 2009,5,1871.58445000415,1914.81895955352,1921.91829528103,-0.369388009101983
"761",May 2009,1,211.474610123239,207.37113316423,235.74477272491,-12.035744942599
"763",May 2009,2,362.67503582519,364.405539289442,426.811935859282,-14.6215209385371
"765",May 2009,3,504.717244071356,509.783146268253,615.113409283463,-17.1237143306481
"767",May 2009,4,772.757070405051,782.528913118258,917.7147187891,-14.7307003912083
"769",May 2009,5,1858.97091524169,1916.12180041286,1921.91829528103,-0.301599442723724
"771",Jun 2009,1,208.615632826032,208.604607518078,235.74477272491,-11.512520465725
"773",Jun 2009,2,357.718741872251,366.639132553706,426.811935859282,-14.0982006945126
"775",Jun 2009,3,497.316077644582,512.810185448707,615.113409283463,-16.6316035857399
"777",Jun 2009,4,771.578065979089,786.848050619115,917.7147187891,-14.260059852005
"779",Jun 2009,5,1869.34145030442,1915.50421989889,1921.91829528103,-0.333732989476519
"781",Jul 2009,1,214.221215645706,209.407189333645,235.74477272491,-11.1720752434237
"783",Jul 2009,2,369.002932601777,368.374648608632,426.811935859282,-13.6915775640157
"785",Jul 2009,3,508.538071325269,515.044756717077,615.113409283463,-16.2683256544438
"787",Jul 2009,4,784.373565213016,790.074411911142,917.7147187891,-13.9084951199623
"789",Jul 2009,5,1931.53346755207,1914.84225610535,1921.91829528103,-0.368175858102298
"791",Aug 2009,1,219.716740237215,209.910705912396,235.74477272491,-10.9584897743033
"793",Aug 2009,2,377.444254448464,369.452898925045,426.811935859282,-13.4389486598491
"795",Aug 2009,3,526.517827634005,516.082933603303,615.113409283463,-16.0995475282385
"797",Aug 2009,4,805.496162122725,791.337305980108,917.7147187891,-13.7708821948223
"799",Aug 2009,5,1954.37140950579,1914.46861974631,1921.91829528103,-0.387616661593364
"801",Sep 2009,1,221.034243194091,210.30600427331,235.74477272491,-10.7908091269892
"803",Sep 2009,2,386.490644332747,370.47262133023,426.811935859282,-13.2000325660121
